Country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
Haiti,3.3411305013267807,-0.12805282498577736,-0.33121872479265724,0.6821413270883909,2.5207716159583375,-1.0638186876837992,-0.41369776757955967,-0.039347773510447555,-0.6734108768309007,-0.49152263580085237,-0.28955960307558715
Honduras,1.0879115019224614,-0.2761067402600166,0.5508945065388449,0.5095900899970806,-0.11363307744016801,0.446158786754535,0.46052103836163627,0.9862681022072388,0.17055732802897347,-0.5196053740083858,0.19367932242422553
Hong Kong,-3.9592780065563953,-0.7639303370778405,1.533045434246995,-0.3838146610314637,0.21065647764445622,0.8862746107378113,0.5549985915583142,-0.45789175860895737,0.8179590221833919,-1.5758971890823252,0.5702968974403365
Hungary,-3.2884346636168766,-0.6379484204263632,-0.5531272016085618,1.129822690869656,-0.2714937038506888,0.612977104048383,-0.32348686595098414,-0.4941387334284715,-0.527045043650103,0.4347279741303812,0.3620431338918645
Iceland,-3.5984479532519975,-2.6871224456968,-1.2152521893310329,0.06429111497869304,0.7686808516344759,-1.1525242857328253,0.9907769977225587,0.2631842512266426,0.46792080166224065,0.5429389136593211,0.6689743452345949
India,0.7296110131814547,4.536333682231145,-1.0658652486976847,-1.7773141173093625,-0.7651708337855492,-0.4003093127410948,-0.23596892028996297,-0.1507966367943714,-0.9769618359784145,-0.4326174134869825,-0.580049675685199
Indonesia,0.24779327541262108,4.812390781117952,0.6234146934790592,-1.1149799752023737,1.035663156312749,-1.0264079148072272,-1.3046459462986288,0.24283680927934712,-0.5248782058820648,-0.815777958969956,-0.5374114375065078
Iran,-0.5333820649804242,3.7110686391204024,-0.4442333778973109,-1.4812535782133327,-0.3616531263367801,-0.14824984130010296,0.3791969530938824,0.7713260625808493,-0.20349170128089722,0.2702976034561401,-0.46110681739583387
Iraq,0.7295420703803059,2.0421193481116453,1.647013974779573,-0.9149602785586572,-0.4277187606775407,-1.284019017357595,0.06997293014111602,0.706833258263981,1.000839371863493,-0.691428473888232,1.0628734897187382
Ireland,-3.70636796182499,-1.575112548532951,-1.0132759658217634,-1.328051728306401,0.8098861428857973,0.004224226540127037,0.08037139569616249,-0.7017961782319606,0.043227386550563775,0.5224417420758567,0.06175918462803096
Israel,-3.4165016563261985,-0.5930686874631185,-0.5384461474953238,-0.4317555560634055,0.6936685754257172,-0.6268449664141706,0.809598730341254,-0.5517327805644587,0.6710916772385872,0.7634810100779146,0.24157055586206608
